epoch,step,train.acc,train.loss,train.recall_0,train.recall_1,val.acc,val.recall_n,val.recall_rare
0,9,0.65625,20351.384765625,0.46875,0.84375,,,
0,19,0.484375,29792.876953125,0.3611111044883728,0.6428571939468384,,,
0,29,0.734375,10576.431640625,0.4285714626312256,0.9722222089767456,,,
0,39,0.625,6050.56640625,0.3030303120613098,0.9677419066429138,,,
0,49,0.5625,3566.9794921875,0.3513513505458832,0.8518518805503845,,,
0,59,0.53125,1397.28857421875,0.2926829159259796,0.95652174949646,,,
0,69,0.5625,667.6336669921875,0.5454545617103577,0.5806451439857483,,,
0,79,0.6875,841.07470703125,0.5405405759811401,0.8888888955116272,,,
0,89,0.609375,352.0152893066406,0.32258063554763794,0.8787878751754761,,,
1,99,0.625,359.06109619140625,0.3461538553237915,0.8157894611358643,,,
1,109,0.421875,119.40921020507812,0.09090909361839294,0.774193525314331,,,
1,119,0.609375,101.288330078125,0.3333333432674408,0.9642857313156128,,,
1,129,0.625,194.0037384033203,0.23333334922790527,0.9705882668495178,,,
1,139,0.671875,10.210277557373047,0.19999998807907104,0.9743589758872986,,,
1,149,0.5625,9.517633438110352,0.20000001788139343,0.8823529481887817,,,
1,159,0.578125,1.9323804378509521,0.1818181872367859,1.0,,,
1,169,0.515625,1.8431479930877686,0.20689654350280762,0.7714285850524902,,,
1,179,0.65625,25.161853790283203,0.36666667461395264,0.9117646813392639,,,
2,189,0.5,38.75172424316406,0.18918919563293457,0.9259259104728699,,,
2,199,0.65625,4.853713035583496,0.24137930572032928,1.0,,,
2,209,0.578125,1.7938040494918823,0.07692307978868484,0.9210526347160339,,,
2,219,0.640625,1.3197067975997925,0.20689654350280762,1.0,,,
2,229,0.484375,5.021070957183838,0.09375,0.875,,,
2,239,0.53125,24.823589324951172,0.11764705926179886,1.0,,,
2,249,0.609375,1.8274257183074951,0.13793103396892548,1.0,,,
2,259,0.59375,11.61391544342041,0.19354838132858276,0.9696969985961914,,,
2,269,0.53125,3.001101493835449,0.0625,1.0,,,
2,275,,,,,0.0900343656539917,0.06957133114337921,1.0
3,279,0.4375,53.10365295410156,0.12820513546466827,0.9199999570846558,,,
3,289,0.515625,13.164860725402832,0.06666667014360428,0.9117646813392639,,,
3,299,0.625,2.2490975856781006,0.11538462340831757,0.9736841917037964,,,
3,309,0.46875,4.578500270843506,0.13513514399528503,0.9259259104728699,,,
3,319,0.609375,1.0598102807998657,0.1785714328289032,0.944444477558136,,,
3,329,0.578125,0.1833028346300125,0.13333334028720856,0.9705882668495178,,,
3,339,0.578125,0.8017661571502686,0.1071428656578064,0.944444477558136,,,
3,349,0.546875,0.18799926340579987,0.1944444477558136,1.0,,,
3,359,0.546875,1.5885579586029053,0.1818181872367859,0.9354838132858276,,,
4,369,0.578125,0.3260040879249573,0.1666666716337204,0.9411764740943909,,,
4,379,0.640625,0.40575096011161804,0.2142857313156128,0.9722222089767456,,,
4,389,0.671875,2.3369815349578857,0.1599999964237213,1.0,,,
4,399,0.53125,2.62375807762146,0.12121212482452393,0.9677419066429138,,,
4,409,0.53125,1.2487568855285645,0.1428571492433548,1.0,,,
4,419,0.546875,1.3266947269439697,0.125,0.96875,,,
4,429,0.53125,1.0010184049606323,0.03333333507180214,0.9705882668495178,,,
4,439,0.546875,0.38744157552719116,0.09677419066429138,0.9696969985961914,,,
4,449,0.546875,2.900444984436035,0.17142857611179352,1.0,,,
4,459,0.5,0.07092113792896271,0.03030303120613098,1.0,,,
5,469,0.546875,0.10420865565538406,0.09375,1.0,,,
5,479,0.546875,0.5905842185020447,0.06666667014360428,0.9705882668495178,,,
5,489,0.484375,0.2502448856830597,0.05714285746216774,1.0,,,
5,499,0.5625,0.396981418132782,0.1818181872367859,0.9677419066429138,,,
5,509,0.375,0.17720070481300354,0.02500000037252903,0.9583333730697632,,,
5,519,0.46875,5.009728908538818,0.0833333358168602,0.9642857313156128,,,
5,529,0.640625,0.13163043558597565,0.1538461595773697,0.9736841917037964,,,
5,539,0.546875,0.07051040232181549,0.0,1.0,,,
5,549,0.5625,0.0888175442814827,0.03448275849223137,1.0,,,
5,551,,,,,0.08522336930036545,0.06465214490890503,1.0
6,559,0.5,0.11615676432847977,0.05882352963089943,1.0,,,
6,569,0.5,4.752371788024902,0.0,1.0,,,
6,579,0.53125,0.0684327483177185,0.0625,1.0,,,
6,589,0.625,0.20098835229873657,0.11538462340831757,0.9736841917037964,,,
6,599,0.515625,0.06870152056217194,0.06060606241226196,1.0,,,
6,609,0.5,1.3509385585784912,0.08571428805589676,1.0,,,
6,619,0.59375,0.11470687389373779,0.03846153989434242,0.9736841917037964,,,
6,629,0.578125,0.5538344979286194,0.06896551698446274,1.0,,,
6,639,0.578125,0.3132941424846649,0.10000000894069672,1.0,,,
7,649,0.5,0.07930418848991394,0.1111111119389534,1.0,,,
7,659,0.625,0.19423648715019226,0.1111111119389534,1.0,,,
7,669,0.46875,0.16867797076702118,0.0,1.0,,,
7,679,0.578125,0.37108954787254333,0.06896551698446274,1.0,,,
7,689,0.453125,0.33862096071243286,0.02777777798473835,1.0,,,
7,699,0.609375,0.805718719959259,0.07692307978868484,0.9736841917037964,,,
7,709,0.515625,0.20012611150741577,0.11764705926179886,0.9666666984558105,,,
7,719,0.578125,0.08885002881288528,0.0,1.0,,,
7,729,0.5,0.62671959400177,0.03030303120613098,1.0,,,
8,739,0.53125,0.08171489834785461,0.0,1.0,,,
8,749,0.515625,0.1352139413356781,0.06060606241226196,1.0,,,
8,759,0.640625,0.09274757653474808,0.0,0.9999999403953552,,,
8,769,0.546875,0.0704609602689743,0.0,1.0,,,
8,779,0.5625,0.2056555300951004,0.0,0.9729729890823364,,,
8,789,0.578125,1.6439752578735352,0.10000000894069672,1.0,,,
8,799,0.578125,0.5318381190299988,0.10000000894069672,1.0,,,
8,809,0.375,0.07490833103656769,0.0,1.0,,,
8,819,0.59375,0.06775134801864624,0.03703703731298447,1.0,,,
8,827,,,,,0.021993126720190048,0.0,1.0
9,829,0.59375,0.08017531037330627,0.03703703731298447,1.0,,,
9,839,0.578125,0.06814108788967133,0.0,1.0,,,
9,849,0.46875,0.15301887691020966,0.029411764815449715,0.9666666984558105,,,
9,859,0.484375,0.26625484228134155,0.0,1.0,,,
9,869,0.421875,0.15465188026428223,0.0,0.9642857313156128,,,
9,879,0.546875,0.7080681324005127,0.06451612710952759,1.0,,,
9,889,0.59375,0.3231682777404785,0.03703703731298447,1.0,,,
9,899,0.4375,0.08191168308258057,0.0,0.9655172228813171,,,
9,909,0.5,0.1615048199892044,0.05882352963089943,1.0,,,
9,919,0.453125,0.3727107048034668,0.07894736528396606,1.0,,,
10,929,0.359375,0.0792924165725708,0.024390242993831635,0.95652174949646,,,
10,939,0.515625,0.07002563774585724,0.0,1.0,,,
10,949,0.46875,14.478886604309082,0.0,1.0,,,
10,959,0.4375,0.3328090310096741,0.027027027681469917,1.0,,,
10,969,0.578125,0.06635360419750214,0.10000000894069672,1.0,,,
10,979,0.4375,0.15286077558994293,0.0,1.0,,,
10,989,0.484375,0.0713111162185669,0.0,1.0,,,
10,999,0.53125,0.0705188661813736,0.032258063554763794,1.0,,,
10,1009,0.546875,0.0679728165268898,0.0,1.0,,,
11,1019,0.40625,0.07402411103248596,0.0,1.0,,,
11,1029,0.46875,0.2563396692276001,0.0555555559694767,1.0,,,
11,1039,0.5625,0.07048023492097855,0.0,1.0,,,
11,1049,0.5625,0.06669048219919205,0.06666667014360428,1.0,,,
11,1059,0.453125,0.07119490206241608,0.02777777798473835,1.0,,,
11,1069,0.453125,1.045162320137024,0.02777777798473835,1.0,,,
11,1079,0.53125,0.06889668107032776,0.0,1.0,,,
11,1089,0.5,0.07096564024686813,0.0,1.0,,,
11,1099,0.484375,0.07469679415225983,0.0,1.0,,,
11,1103,,,,,0.021993126720190048,0.0,1.0
12,1109,0.59375,0.06981191039085388,0.0,1.0,,,
12,1119,0.53125,0.5049055218696594,0.06451612710952759,0.9696969985961914,,,
12,1129,0.53125,0.09601911157369614,0.0,1.0,,,
12,1139,0.546875,0.10432802885770798,0.06451612710952759,1.0,,,
12,1149,0.484375,0.07224100828170776,0.0,1.0,,,
12,1159,0.53125,0.07021842896938324,0.032258063554763794,1.0,,,
12,1169,0.53125,0.1404433250427246,0.12121212482452393,0.9677419066429138,,,
12,1179,0.375,0.16896909475326538,0.0476190485060215,1.0,,,
12,1189,0.53125,4.525533676147461,0.0,1.0,,,
13,1199,0.53125,0.09197986125946045,0.0,1.0,,,
13,1209,0.484375,0.2811753451824188,0.05714285746216774,1.0,,,
13,1219,0.453125,0.07021158933639526,0.054054055362939835,1.0,,,
13,1229,0.546875,0.33585453033447266,0.0,1.0,,,
13,1239,0.546875,0.06800579279661179,0.06451612710952759,1.0,,,
13,1249,0.5625,0.28328782320022583,0.06896551698446274,0.9714285731315613,,,
13,1259,0.390625,3.4144644737243652,0.02500000037252903,1.0,,,
13,1269,0.46875,0.16021552681922913,0.0,1.0,,,
13,1279,0.4375,0.3959217965602875,0.0,0.9655172228813171,,,
14,1289,0.53125,0.11444546282291412,0.0,0.9714285731315613,,,
14,1299,0.4375,0.07152817398309708,0.05263157933950424,1.0,,,
14,1309,0.453125,0.07303398847579956,0.0,1.0,,,
14,1319,0.5,0.07095355540513992,0.03030303120613098,1.0,,,
14,1329,0.4375,0.07059171795845032,0.05263157933950424,1.0,,,
14,1339,0.53125,0.07020194828510284,0.032258063554763794,1.0,,,
14,1349,0.484375,0.07257570326328278,0.0,1.0,,,
14,1359,0.453125,0.1599883735179901,0.02777777798473835,1.0,,,
14,1369,0.5625,0.07037930190563202,0.0,1.0,,,
14,1379,0.484375,0.07132449746131897,0.0,1.0,,,
14,1379,,,,,0.021993126720190048,0.0,1.0
15,1389,0.484375,12.500611305236816,0.0,0.96875,,,
15,1399,0.453125,0.07303369790315628,0.0,1.0,,,
15,1409,0.546875,0.07108300179243088,0.0,1.0,,,
15,1419,0.5625,0.07485760748386383,0.06666667014360428,1.0,,,
15,1429,0.4375,0.11375149339437485,0.02777777798473835,0.9642857313156128,,,
15,1439,0.53125,0.07112748920917511,0.0,1.0,,,
15,1449,0.484375,0.07134642452001572,0.029411764815449715,1.0,,,
15,1459,0.5625,0.07038672268390656,0.0,1.0,,,
15,1469,0.453125,0.12620779871940613,0.0,1.0,,,
16,1479,0.484375,0.07133841514587402,0.029411764815449715,1.0,,,
16,1489,0.578125,0.06999789923429489,0.0,1.0,,,
16,1499,0.484375,0.07135657966136932,0.029411764815449715,1.0,,,
16,1509,0.46875,0.1454402506351471,0.02857142873108387,1.0,,,
16,1519,0.546875,0.263855904340744,0.0,1.0,,,
16,1529,0.609375,0.06836116313934326,0.03846153989434242,1.0,,,
16,1539,0.484375,0.07037697732448578,0.05714285746216774,1.0,,,
16,1549,0.46875,0.24336649477481842,0.0555555559694767,1.0,,,
16,1559,0.4375,0.07161223888397217,0.027027027681469917,1.0,,,
17,1569,0.484375,0.07275867462158203,0.0,1.0,,,
17,1579,0.484375,0.07223965227603912,0.0,1.0,,,
17,1589,0.484375,0.07214668393135071,0.0,1.0,,,
17,1599,0.46875,0.0982709676027298,0.0,1.0,,,
17,1609,0.46875,0.07257017493247986,0.0,1.0,,,
17,1619,0.546875,0.09582275152206421,0.06666667014360428,0.9705882668495178,,,
17,1629,0.53125,0.07023660093545914,0.032258063554763794,1.0,,,
17,1639,0.515625,0.06724114716053009,0.0882352963089943,1.0,,,
17,1649,0.515625,0.06955288350582123,0.03125,1.0,,,
17,1655,,,,,0.021993126720190048,0.0,1.0
18,1659,0.5,0.07188069075345993,0.0,1.0,,,
18,1669,0.4375,0.07232360541820526,0.0,1.0,,,
18,1679,0.421875,0.1962219625711441,0.02631578966975212,1.0,,,
18,1689,0.421875,0.0725921168923378,0.0,1.0,,,
18,1699,0.515625,0.1945928931236267,0.0,1.0,,,
18,1709,0.5,0.07273626327514648,0.03030303120613098,1.0,,,
18,1719,0.484375,0.07221300899982452,0.0,1.0,,,
18,1729,0.46875,0.07253627479076385,0.0,1.0,,,
18,1739,0.578125,0.0702848732471466,0.0,1.0,,,
19,1749,0.59375,0.06995920836925507,0.0,1.0,,,
19,1759,0.53125,0.06954300403594971,0.0625,1.0,,,
19,1769,0.640625,0.06894118338823318,0.0,0.9999999403953552,,,
19,1779,0.5,0.10384324938058853,0.0,1.0,,,
19,1789,0.421875,0.08613552153110504,0.0,0.9642857313156128,,,
19,1799,0.46875,0.07157926261425018,0.0,1.0,,,
19,1809,0.421875,0.07255449146032333,0.02631578966975212,1.0,,,
19,1819,0.46875,0.0725274607539177,0.0,1.0,,,
19,1829,0.421875,0.07346495240926743,0.0,1.0,,,
19,1839,0.5,0.07331595569849014,0.03030303120613098,1.0,,,
20,1849,0.53125,0.07028637826442719,0.0,1.0,,,
20,1859,0.421875,0.13316145539283752,0.0,1.0,,,
20,1869,0.484375,0.07124000042676926,0.0,1.0,,,
20,1879,0.453125,0.1545022875070572,0.029411764815449715,0.9333333969116211,,,
20,1889,0.515625,0.07156224548816681,0.0,1.0,,,
20,1899,0.578125,0.07024683803319931,0.0,1.0,,,
20,1909,0.5625,0.09641321748495102,0.0,1.0,,,
20,1919,0.453125,0.07286908477544785,0.0,1.0,,,
20,1929,0.515625,0.08330357074737549,0.03125,1.0,,,
20,1931,,,,,0.021993126720190048,0.0,1.0
21,1939,0.546875,0.0728759691119194,0.0,1.0,,,
21,1949,0.53125,46.75578689575195,0.0,1.0,,,
21,1959,0.46875,0.1395820677280426,0.0,1.0,,,
21,1969,0.640625,0.06791088730096817,0.0416666679084301,1.0,,,
21,1979,0.515625,0.07058732211589813,0.0,1.0,,,
21,1989,0.40625,0.07305458933115005,0.025641025975346565,1.0,,,
21,1999,0.640625,0.06877940893173218,0.0,0.9999999403953552,,,
21,2009,0.5625,0.07049166411161423,0.0,1.0,,,
21,2019,0.59375,0.06882593035697937,0.0,1.0,,,
22,2029,0.484375,0.07223278284072876,0.0,1.0,,,
22,2039,0.5625,0.18621498346328735,0.0,1.0,,,
22,2049,0.421875,0.07339692115783691,0.0,1.0,,,
22,2059,0.515625,0.06985536217689514,0.06060606241226196,1.0,,,
22,2069,0.609375,0.06937696039676666,0.0,1.0,,,
22,2079,0.546875,0.0705217719078064,0.0,1.0,,,
22,2089,0.484375,0.07129604369401932,0.0,1.0,,,
22,2099,0.46875,0.07259929180145264,0.0,1.0,,,
22,2109,0.390625,0.6520994901657104,0.02500000037252903,1.0,,,
23,2119,0.515625,0.0705876350402832,0.0,1.0,,,
23,2129,0.53125,0.0707448273897171,0.032258063554763794,1.0,,,
23,2139,0.59375,0.06876952946186066,0.0,1.0,,,
23,2149,0.46875,0.072344571352005,0.0,1.0,,,
23,2159,0.484375,0.10407431423664093,0.0,1.0,,,
23,2169,0.515625,0.07152272015810013,0.0,1.0,,,
23,2179,0.40625,0.07412883639335632,0.0,1.0,,,
23,2189,0.546875,0.19640947878360748,0.03333333507180214,1.0,,,
23,2199,0.59375,0.06974136084318161,0.0,1.0,,,
23,2207,,,,,0.021993126720190048,0.0,1.0
24,2209,0.46875,0.10112378001213074,0.0,1.0,,,
24,2219,0.53125,0.07022571563720703,0.032258063554763794,1.0,,,
24,2229,0.59375,0.06975223124027252,0.0,1.0,,,
24,2239,0.421875,0.45650041103363037,0.0,1.0,,,
24,2249,0.515625,0.0715310126543045,0.0,1.0,,,
24,2259,0.453125,0.07291973382234573,0.0,1.0,,,
24,2269,0.53125,0.11959825456142426,0.032258063554763794,1.0,,,
24,2279,0.578125,0.0701737329363823,0.0,1.0,,,
24,2289,0.46875,0.11028767377138138,0.0,1.0,,,
24,2299,0.453125,0.07200479507446289,0.02777777798473835,1.0,,,
25,2309,0.484375,0.07031611353158951,0.05714285746216774,1.0,,,
25,2319,0.609375,0.06948773562908173,0.0,1.0,,,
25,2329,0.515625,0.07058635354042053,0.0,1.0,,,
25,2339,0.390625,0.07428594678640366,0.0,1.0,,,
25,2349,0.546875,0.07085196673870087,0.0,1.0,,,
25,2359,0.625,0.0691409707069397,0.0,1.0,,,
25,2369,0.640625,0.0672149583697319,0.0,0.9999999403953552,,,
25,2379,0.40625,0.07394302636384964,0.0,1.0,,,
25,2389,0.515625,0.07153837382793427,0.0,1.0,,,
26,2399,0.484375,0.07130777835845947,0.029411764815449715,1.0,,,
26,2409,0.515625,0.4893583655357361,0.0,1.0,,,
26,2419,0.46875,0.07256415486335754,0.0,1.0,,,
26,2429,0.484375,0.07222259044647217,0.0,1.0,,,
26,2439,0.5,0.11976100504398346,0.05882352963089943,1.0,,,
26,2449,0.40625,0.17545396089553833,0.0,1.0,,,
26,2459,0.515625,0.07121659815311432,0.03125,1.0,,,
26,2469,0.5625,0.0695674866437912,0.0,1.0,,,
26,2479,0.484375,0.07222157716751099,0.0,1.0,,,
26,2483,,,,,0.021993126720190048,0.0,1.0
27,2489,0.4375,29.15520477294922,0.0,1.0,,,
27,2499,0.71875,0.0671120434999466,0.0,1.0,,,
27,2509,0.59375,0.06983540207147598,0.0,1.0,,,
27,2519,0.59375,0.06983542442321777,0.0,1.0,,,
27,2529,0.515625,0.07153978943824768,0.0,1.0,,,
27,2539,0.53125,0.2802843451499939,0.0,1.0,,,
27,2549,0.53125,0.07119693607091904,0.0,1.0,,,
27,2559,0.5625,0.08735250681638718,0.03448275849223137,1.0,,,
27,2569,0.53125,0.17362990975379944,0.0,1.0,,,
28,2579,0.578125,0.07246765494346619,0.0,0.9736841917037964,,,
28,2589,0.5625,0.08242255449295044,0.0,1.0,,,
28,2599,0.515625,0.07153812795877457,0.0,1.0,,,
28,2609,0.484375,0.2359931468963623,0.0,1.0,,,
28,2619,0.4375,0.07238471508026123,0.027027027681469917,1.0,,,
28,2629,0.375,0.11540752649307251,0.0,1.0,,,
28,2639,0.59375,0.06949976086616516,0.03703703731298447,1.0,,,
28,2649,0.515625,0.07153822481632233,0.0,1.0,,,
28,2659,0.40625,0.07393733412027359,0.0,1.0,,,
29,2669,0.453125,0.1258743852376938,0.0,1.0,,,
29,2679,0.5,0.07768777012825012,0.0,1.0,,,
29,2689,0.46875,0.0725659430027008,0.0,1.0,,,
29,2699,0.359375,0.07401150465011597,0.0,1.0,,,
29,2709,0.640625,0.07204790413379669,0.0416666679084301,1.0,,,
29,2719,0.5,0.07188093662261963,0.0,1.0,,,
29,2729,0.515625,0.07153850793838501,0.0,1.0,,,
29,2739,0.40625,0.09825436025857925,0.0,1.0,,,
29,2749,0.5625,0.6068918704986572,0.0,1.0,,,
29,2759,0.5,0.07188095152378082,0.0,1.0,,,
29,2759,,,,,0.021993126720190048,0.0,1.0
